CODIGO_AUTO;CODIGO;DESCRIPCION;REFERENCIA;TIPO INSUMO DET;TIPO INSUMO;UND NEGOCIOS;CENTRO_COSTOS
1951;3951;LENTES DE CONTACTO FREQUENCY +5.25;LCI-0001951;150;4;U04;200101
1952;3952;LENTES DE CONTACTO FREQUENCY +5.00;LCI-0001952;150;4;U04;200101
1953;3953;LENTES DE CONTACTO FREQUENCY +4.75;LCI-0001953;150;4;U04;200101
1954;3954;LENTES DE CONTACTO FREQUENCY +4.50;LCI-0001954;150;4;U04;200101
1955;3955;LENTES DE CONTACTO FREQUENCY +4.25;LCI-0001955;150;4;U04;200101
1956;3956;LENTES DE CONTACTO FREQUENCY +4.00;LCI-0001956;150;4;U04;200101
1957;3957;LENTES DE CONTACTO FREQUENCY +3.75;LCI-0001957;150;4;U04;200101
1958;3958;LENTES DE CONTACTO FREQUENCY +3.50;LCI-0001958;150;4;U04;200101
1959;3959;LENTES DE CONTACTO FREQUENCY +3.25;LCI-0001959;150;4;U04;200101
1960;3960;LENTES DE CONTACTO FREQUENCY +3.00;LCI-0001960;150;4;U04;200101
1961;3961;LENTES DE CONTACTO FREQUENCY +2.75;LCI-0001961;150;4;U04;200101
1962;3962;LENTES DE CONTACTO FREQUENCY +2.50;LCI-0001962;150;4;U04;200101
1963;3963;LENTES DE CONTACTO FREQUENCY +2.25;LCI-0001963;150;4;U04;200101
1964;3964;LENTES DE CONTACTO FREQUENCY +2.00;LCI-0001964;150;4;U04;200101
1965;3965;LENTES DE CONTACTO FREQUENCY +1.75;LCI-0001965;150;4;U04;200101
1966;3966;LENTES DE CONTACTO FREQUENCY +1.50;LCI-0001966;150;4;U04;200101
1967;3967;LENTES DE CONTACTO FREQUENCY +1.25;LCI-0001967;150;4;U04;200101
1968;3968;LENTES DE CONTACTO FREQUENCY +1.00;LCI-0001968;150;4;U04;200101
1969;3969;LENTES DE CONTACTO FREQUENCY +0.75;LCI-0001969;150;4;U04;200101
1970;3970;LENTES DE CONTACTO FREQUENCY +0.50;LCI-0001970;150;4;U04;200101
1971;3971;LENTES DE CONTACTO FREQUENCY +0.25;LCI-0001971;150;4;U04;200101
1972;3972;LENTES DE CONTACTO FREQUENCY +0.00;LCI-0001972;150;4;U04;200101
1973;3973;LENTES DE CONTACTO FREQUENCY -0.25;LCI-0001973;150;4;U04;200101
1974;3974;LENTES DE CONTACTO FREQUENCY -0.50;LCI-0001974;150;4;U04;200101
1975;3975;LENTES DE CONTACTO FREQUENCY -0.75;LCI-0001975;150;4;U04;200101
1976;3976;LENTES DE CONTACTO FREQUENCY -1.00;LCI-0001976;150;4;U04;200101
1977;3977;LENTES DE CONTACTO FREQUENCY -1.25;LCI-0001977;150;4;U04;200101
1978;3978;LENTES DE CONTACTO FREQUENCY -1.50;LCI-0001978;150;4;U04;200101
1979;3979;LENTES DE CONTACTO FREQUENCY -1.75;LCI-0001979;150;4;U04;200101
1980;3980;LENTES DE CONTACTO FREQUENCY -2.00;LCI-0001980;150;4;U04;200101
1981;3981;LENTES DE CONTACTO FREQUENCY -2.25;LCI-0001981;150;4;U04;200101
1982;3982;LENTES DE CONTACTO FREQUENCY -2.50;LCI-0001982;150;4;U04;200101
1983;3983;LENTES DE CONTACTO FREQUENCY -2.75;LCI-0001983;150;4;U04;200101
1984;3984;LENTES DE CONTACTO FREQUENCY -3.00;LCI-0001984;150;4;U04;200101
1985;3985;LENTES DE CONTACTO FREQUENCY -3.25;LCI-0001985;150;4;U04;200101
1986;3986;LENTES DE CONTACTO FREQUENCY -3.50;LCI-0001986;150;4;U04;200101
1987;3987;LENTES DE CONTACTO FREQUENCY -3.75;LCI-0001987;150;4;U04;200101
1988;3988;LENTES DE CONTACTO FREQUENCY -4.00;LCI-0001988;150;4;U04;200101
1989;3989;LENTES DE CONTACTO FREQUENCY -4.25;LCI-0001989;150;4;U04;200101
1990;3990;LENTES DE CONTACTO FREQUENCY -4.50;LCI-0001990;150;4;U04;200101
1991;3991;LENTES DE CONTACTO FREQUENCY -4.75;LCI-0001991;150;4;U04;200101
1992;3992;LENTES DE CONTACTO FREQUENCY -5.00;LCI-0001992;150;4;U04;200101
1993;3993;LENTES DE CONTACTO FREQUENCY -5.25;LCI-0001993;150;4;U04;200101
1994;3994;LENTES DE CONTACTO FREQUENCY -5.50;LCI-0001994;150;4;U04;200101
1995;3995;LENTES DE CONTACTO FREQUENCY -5.75;LCI-0001995;150;4;U04;200101
1996;3996;LENTES DE CONTACTO FREQUENCY -6.00;LCI-0001996;150;4;U04;200101
1997;3997;LENTES DE CONTACTO FREQUENCY -6.25;LCI-0001997;150;4;U04;200101
1998;3998;LENTES DE CONTACTO FREQUENCY -6.50;LCI-0001998;150;4;U04;200101
1999;3999;LENTES DE CONTACTO FREQUENCY -6.75;LCI-0001999;150;4;U04;200101
2000;4000;LENTES DE CONTACTO FREQUENCY -7.00;LCI-0002000;150;4;U04;200101
2001;4001;LENTES DE CONTACTO FREQUENCY -7.25;LCI-0002001;150;4;U04;200101
2002;4002;LENTES DE CONTACTO FREQUENCY -7.50;LCI-0002002;150;4;U04;200101
2003;4003;LENTES DE CONTACTO FREQUENCY -7.75;LCI-0002003;150;4;U04;200101
2004;4004;LENTES DE CONTACTO FREQUENCY -8.00;LCI-0002004;150;4;U04;200101
2005;4005;LENTES DE CONTACTO FREQUENCY -8.50;LCI-0002005;150;4;U04;200101
2006;4006;LENTES DE CONTACTO FREQUENCY -9.00;LCI-0002006;150;4;U04;200101
2007;4007;LENTES DE CONTACTO FREQUENCY -9.50;LCI-0002007;150;4;U04;200101
2008;4008;LENTES DE CONTACTO FREQUENCY -10.00;LCI-0002008;150;4;U04;200101
2009;4009;LENTES DE CONTACTO FREQUENCY TORIC +6.00;LCI-0002009;150;4;U04;200101
2010;4010;LENTES DE CONTACTO FREQUENCY TORIC +5.75;LCI-0002010;150;4;U04;200101
2011;4011;LENTES DE CONTACTO FREQUENCY TORIC +5.50;LCI-0002011;150;4;U04;200101
2012;4012;LENTES DE CONTACTO FREQUENCY TORIC +5.25;LCI-0002012;150;4;U04;200101
2013;4013;LENTES DE CONTACTO FREQUENCY TORIC +5.00;LCI-0002013;150;4;U04;200101
2014;4014;LENTES DE CONTACTO FREQUENCY TORIC +4.75;LCI-0002014;150;4;U04;200101
2015;4015;LENTES DE CONTACTO FREQUENCY TORIC +4.50;LCI-0002015;150;4;U04;200101
2016;4016;LENTES DE CONTACTO FREQUENCY TORIC +4.25;LCI-0002016;150;4;U04;200101
2017;4017;LENTES DE CONTACTO FREQUENCY TORIC +4.00;LCI-0002017;150;4;U04;200101
2018;4018;LENTES DE CONTACTO FREQUENCY TORIC +3.75;LCI-0002018;150;4;U04;200101
2019;4019;LENTES DE CONTACTO FREQUENCY TORIC +3.50;LCI-0002019;150;4;U04;200101
2020;4020;LENTES DE CONTACTO FREQUENCY TORIC +3.25;LCI-0002020;150;4;U04;200101
2021;4021;LENTES DE CONTACTO FREQUENCY TORIC +3.00;LCI-0002021;150;4;U04;200101
2022;4022;LENTES DE CONTACTO FREQUENCY TORIC +2.75;LCI-0002022;150;4;U04;200101
2023;4023;LENTES DE CONTACTO FREQUENCY TORIC +2.50;LCI-0002023;150;4;U04;200101
2024;4024;LENTES DE CONTACTO FREQUENCY TORIC +2.25;LCI-0002024;150;4;U04;200101
2025;4025;LENTES DE CONTACTO FREQUENCY TORIC +2.00;LCI-0002025;150;4;U04;200101
2026;4026;LENTES DE CONTACTO FREQUENCY TORIC +1.75;LCI-0002026;150;4;U04;200101
2027;4027;LENTES DE CONTACTO FREQUENCY TORIC +1.50;LCI-0002027;150;4;U04;200101
2028;4028;LENTES DE CONTACTO FREQUENCY TORIC +1.25;LCI-0002028;150;4;U04;200101
2029;4029;LENTES DE CONTACTO FREQUENCY TORIC +1.00;LCI-0002029;150;4;U04;200101
2030;4030;LENTES DE CONTACTO FREQUENCY TORIC +0.75;LCI-0002030;150;4;U04;200101
2031;4031;LENTES DE CONTACTO FREQUENCY TORIC +0.50;LCI-0002031;150;4;U04;200101
2032;4032;LENTES DE CONTACTO FREQUENCY TORIC +0.25;LCI-0002032;150;4;U04;200101
2033;4033;LENTES DE CONTACTO FREQUENCY TORIC +0.00;LCI-0002033;150;4;U04;200101
2034;4034;LENTES DE CONTACTO FREQUENCY TORIC -0.25;LCI-0002034;150;4;U04;200101
2035;4035;LENTES DE CONTACTO FREQUENCY TORIC -0.50;LCI-0002035;150;4;U04;200101
2036;4036;LENTES DE CONTACTO FREQUENCY TORIC -0.75;LCI-0002036;150;4;U04;200101
2037;4037;LENTES DE CONTACTO FREQUENCY TORIC -1.00;LCI-0002037;150;4;U04;200101
2038;4038;LENTES DE CONTACTO FREQUENCY TORIC -1.25;LCI-0002038;150;4;U04;200101
2039;4039;LENTES DE CONTACTO FREQUENCY TORIC -1.50;LCI-0002039;150;4;U04;200101
2040;4040;LENTES DE CONTACTO FREQUENCY TORIC -1.75;LCI-0002040;150;4;U04;200101
2041;4041;LENTES DE CONTACTO FREQUENCY TORIC -2.00;LCI-0002041;150;4;U04;200101
2042;4042;LENTES DE CONTACTO FREQUENCY TORIC -2.25;LCI-0002042;150;4;U04;200101
2043;4043;LENTES DE CONTACTO FREQUENCY TORIC -2.50;LCI-0002043;150;4;U04;200101
2044;4044;LENTES DE CONTACTO FREQUENCY TORIC -2.75;LCI-0002044;150;4;U04;200101
2045;4045;LENTES DE CONTACTO FREQUENCY TORIC -3.00;LCI-0002045;150;4;U04;200101
2046;4046;LENTES DE CONTACTO FREQUENCY TORIC -3.25;LCI-0002046;150;4;U04;200101
2047;4047;LENTES DE CONTACTO FREQUENCY TORIC -3.50;LCI-0002047;150;4;U04;200101
2048;4048;LENTES DE CONTACTO FREQUENCY TORIC -3.75;LCI-0002048;150;4;U04;200101
2049;4049;LENTES DE CONTACTO FREQUENCY TORIC -4.00;LCI-0002049;150;4;U04;200101
2050;4050;LENTES DE CONTACTO FREQUENCY TORIC -4.25;LCI-0002050;150;4;U04;200101
2051;4051;LENTES DE CONTACTO FREQUENCY TORIC -4.50;LCI-0002051;150;4;U04;200101
2052;4052;LENTES DE CONTACTO FREQUENCY TORIC -4.75;LCI-0002052;150;4;U04;200101
2053;4053;LENTES DE CONTACTO FREQUENCY TORIC -5.00;LCI-0002053;150;4;U04;200101
2054;4054;LENTES DE CONTACTO FREQUENCY TORIC -5.25;LCI-0002054;150;4;U04;200101
2055;4055;LENTES DE CONTACTO FREQUENCY TORIC -5.50;LCI-0002055;150;4;U04;200101
2056;4056;LENTES DE CONTACTO FREQUENCY TORIC -5.75;LCI-0002056;150;4;U04;200101
2057;4057;LENTES DE CONTACTO FREQUENCY TORIC -6.00;LCI-0002057;150;4;U04;200101
2058;4058;LENTES DE CONTACTO FREQUENCY TORIC -6.25;LCI-0002058;150;4;U04;200101
2059;4059;LENTES DE CONTACTO FREQUENCY TORIC -6.50;LCI-0002059;150;4;U04;200101
2060;4060;LENTES DE CONTACTO FREQUENCY TORIC -7.00;LCI-0002060;150;4;U04;200101
2061;4061;LENTES DE CONTACTO FREQUENCY TORIC -7.50;LCI-0002061;150;4;U04;200101
2062;4062;LENTES DE CONTACTO FREQUENCY TORIC -8.00;LCI-0002062;150;4;U04;200101
2063;4063;LENTES DE CONTACTO FREQUENCY TORIC XR +8.50;LCI-0002063;150;4;U04;200101
2064;4064;LENTES DE CONTACTO FREQUENCY TORIC XR +8.25;LCI-0002064;150;4;U04;200101
2065;4065;LENTES DE CONTACTO FREQUENCY TORIC XR +8.00;LCI-0002065;150;4;U04;200101
2066;4066;LENTES DE CONTACTO FREQUENCY TORIC XR +7.75;LCI-0002066;150;4;U04;200101
2067;4067;LENTES DE CONTACTO FREQUENCY TORIC XR +7.50;LCI-0002067;150;4;U04;200101
2068;4068;LENTES DE CONTACTO FREQUENCY TORIC XR +7.25;LCI-0002068;150;4;U04;200101
2069;4069;LENTES DE CONTACTO FREQUENCY TORIC XR +7.00;LCI-0002069;150;4;U04;200101
2070;4070;LENTES DE CONTACTO FREQUENCY TORIC XR +6.75;LCI-0002070;150;4;U04;200101
2071;4071;LENTES DE CONTACTO FREQUENCY TORIC XR +6.50;LCI-0002071;150;4;U04;200101
2072;4072;LENTES DE CONTACTO FREQUENCY TORIC XR +6.25;LCI-0002072;150;4;U04;200101
2073;4073;LENTES DE CONTACTO FREQUENCY TORIC XR +6.00;LCI-0002073;150;4;U04;200101
2074;4074;LENTES DE CONTACTO FREQUENCY TORIC XR -8.00;LCI-0002074;150;4;U04;200101
2075;4075;LENTES DE CONTACTO FREQUENCY TORIC XR -8.25;LCI-0002075;150;4;U04;200101
2076;4076;LENTES DE CONTACTO FREQUENCY TORIC XR -8.50;LCI-0002076;150;4;U04;200101
2077;4077;LENTES DE CONTACTO FREQUENCY TORIC XR -8.75;LCI-0002077;150;4;U04;200101
2078;4078;LENTES DE CONTACTO FREQUENCY TORIC XR -9.00;LCI-0002078;150;4;U04;200101
2079;4079;LENTES DE CONTACTO FREQUENCY TORIC XR -9.25;LCI-0002079;150;4;U04;200101
2080;4080;LENTES DE CONTACTO FREQUENCY TORIC XR -9.50;LCI-0002080;150;4;U04;200101
2081;4081;LENTES DE CONTACTO FREQUENCY TORIC XR -9.75;LCI-0002081;150;4;U04;200101
2082;4082;LENTES DE CONTACTO FREQUENCY TORIC XR -10.00;LCI-0002082;150;4;U04;200101
2083;4083;LENTES DE CONTACTO FREQUENCY TORIC XR -10.25;LCI-0002083;150;4;U04;200101
2084;4084;LENTES DE CONTACTO FREQUENCY TORIC XR -10.50;LCI-0002084;150;4;U04;200101
2085;4085;LENTES DE CONTACTO FREQUENCY TORIC XR -10.75;LCI-0002085;150;4;U04;200101
2086;4086;LENTES DE CONTACTO FREQUENCY TORIC XR -11.00;LCI-0002086;150;4;U04;200101
2087;4087;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +8.00;LCI-0002087;150;4;U04;200101
2088;4088;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +7.75;LCI-0002088;150;4;U04;200101
2089;4089;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +7.50;LCI-0002089;150;4;U04;200101
2090;4090;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +7.25;LCI-0002090;150;4;U04;200101
2091;4091;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +7.00;LCI-0002091;150;4;U04;200101
2092;4092;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +6.75;LCI-0002092;150;4;U04;200101
2093;4093;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +6.50;LCI-0002093;150;4;U04;200101
2094;4094;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +6.00;LCI-0002094;150;4;U04;200101
2095;4095;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +5.50;LCI-0002095;150;4;U04;200101
2096;4096;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +5.00;LCI-0002096;150;4;U04;200101
2097;4097;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +4.50;LCI-0002097;150;4;U04;200101
2098;4098;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +4.00;LCI-0002098;150;4;U04;200101
2099;4099;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +3.50;LCI-0002099;150;4;U04;200101
2100;4100;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +3.00;LCI-0002100;150;4;U04;200101
2101;4101;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +2.50;LCI-0002101;150;4;U04;200101
2102;4102;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +2.00;LCI-0002102;150;4;U04;200101
2103;4103;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +1.50;LCI-0002103;150;4;U04;200101
2104;4104;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +1.00;LCI-0002104;150;4;U04;200101
2105;4105;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +0.50;LCI-0002105;150;4;U04;200101
2106;4106;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +0.00;LCI-0002106;150;4;U04;200101
2107;4107;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -0.50;LCI-0002107;150;4;U04;200101
2108;4108;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -1.00;LCI-0002108;150;4;U04;200101
2109;4109;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -1.50;LCI-0002109;150;4;U04;200101
2110;4110;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -2.00;LCI-0002110;150;4;U04;200101
2111;4111;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -2.50;LCI-0002111;150;4;U04;200101
2112;4112;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -3.00;LCI-0002112;150;4;U04;200101
2113;4113;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -3.50;LCI-0002113;150;4;U04;200101
2114;4114;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -4.00;LCI-0002114;150;4;U04;200101
2115;4115;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -4.50;LCI-0002115;150;4;U04;200101
2116;4116;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -5.00;LCI-0002116;150;4;U04;200101
2117;4117;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -5.50;LCI-0002117;150;4;U04;200101
2118;4118;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -6.00;LCI-0002118;150;4;U04;200101
2119;4119;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -6.25;LCI-0002119;150;4;U04;200101
2120;4120;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -6.50;LCI-0002120;150;4;U04;200101
2121;4121;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -6.75;LCI-0002121;150;4;U04;200101
2122;4122;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -7.00;LCI-0002122;150;4;U04;200101
2123;4123;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -7.25;LCI-0002123;150;4;U04;200101
2124;4124;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -7.50;LCI-0002124;150;4;U04;200101
2125;4125;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -7.75;LCI-0002125;150;4;U04;200101
2126;4126;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -8.00;LCI-0002126;150;4;U04;200101
2127;4127;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -8.25;LCI-0002127;150;4;U04;200101
2128;4128;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -8.50;LCI-0002128;150;4;U04;200101
2129;4129;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -8.75;LCI-0002129;150;4;U04;200101
2130;4130;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -9.00;LCI-0002130;150;4;U04;200101
2131;4131;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -9.25;LCI-0002131;150;4;U04;200101
2132;4132;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -9.50;LCI-0002132;150;4;U04;200101
2133;4133;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -9.75;LCI-0002133;150;4;U04;200101
2134;4134;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -10.00;LCI-0002134;150;4;U04;200101
2135;4135;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +8.00;LCI-0002135;150;4;U04;200101
2136;4136;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +7.75;LCI-0002136;150;4;U04;200101
2137;4137;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +7.50;LCI-0002137;150;4;U04;200101
2138;4138;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +7.25;LCI-0002138;150;4;U04;200101
2139;4139;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +7.00;LCI-0002139;150;4;U04;200101
2140;4140;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +6.75;LCI-0002140;150;4;U04;200101
2141;4141;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +6.50;LCI-0002141;150;4;U04;200101
2142;4142;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +6.25;LCI-0002142;150;4;U04;200101
2143;4143;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +6.00;LCI-0002143;150;4;U04;200101
2144;4144;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +5.50;LCI-0002144;150;4;U04;200101
2145;4145;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +5.00;LCI-0002145;150;4;U04;200101
2146;4146;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +4.50;LCI-0002146;150;4;U04;200101
2147;4147;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +4.00;LCI-0002147;150;4;U04;200101
2148;4148;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +3.50;LCI-0002148;150;4;U04;200101
2149;4149;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +3.00;LCI-0002149;150;4;U04;200101
2150;4150;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +2.50;LCI-0002150;150;4;U04;200101
2151;4151;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +2.00;LCI-0002151;150;4;U04;200101
2152;4152;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +1.50;LCI-0002152;150;4;U04;200101
2153;4153;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +1.00;LCI-0002153;150;4;U04;200101
2154;4154;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +0.50;LCI-0002154;150;4;U04;200101
2155;4155;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +0.00;LCI-0002155;150;4;U04;200101
2156;4156;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -0.50;LCI-0002156;150;4;U04;200101
2157;4157;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -1.00;LCI-0002157;150;4;U04;200101
2158;4158;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -1.50;LCI-0002158;150;4;U04;200101
2159;4159;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -2.00;LCI-0002159;150;4;U04;200101
2160;4160;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -2.50;LCI-0002160;150;4;U04;200101
2161;4161;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -3.00;LCI-0002161;150;4;U04;200101
2162;4162;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -3.50;LCI-0002162;150;4;U04;200101
2163;4163;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -4.00;LCI-0002163;150;4;U04;200101
2164;4164;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -4.50;LCI-0002164;150;4;U04;200101
2165;4165;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -5.00;LCI-0002165;150;4;U04;200101
2166;4166;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -5.50;LCI-0002166;150;4;U04;200101
2167;4167;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -6.00;LCI-0002167;150;4;U04;200101
2168;4168;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -6.25;LCI-0002168;150;4;U04;200101
2169;4169;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -6.50;LCI-0002169;150;4;U04;200101
2170;4170;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -6.75;LCI-0002170;150;4;U04;200101
2171;4171;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -7.00;LCI-0002171;150;4;U04;200101
2172;4172;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -7.25;LCI-0002172;150;4;U04;200101
2173;4173;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -7.50;LCI-0002173;150;4;U04;200101
2174;4174;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -7.75;LCI-0002174;150;4;U04;200101
2175;4175;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -8.00;LCI-0002175;150;4;U04;200101
2176;4176;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -8.25;LCI-0002176;150;4;U04;200101
2177;4177;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -8.50;LCI-0002177;150;4;U04;200101
2178;4178;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -8.75;LCI-0002178;150;4;U04;200101
2179;4179;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -9.00;LCI-0002179;150;4;U04;200101
2180;4180;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -9.25;LCI-0002180;150;4;U04;200101
2181;4181;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -9.50;LCI-0002181;150;4;U04;200101
2182;4182;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -9.75;LCI-0002182;150;4;U04;200101
2183;4183;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -10.00;LCI-0002183;150;4;U04;200101
2184;4184;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +4.00;LCI-0002184;150;4;U04;200101
2185;4185;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +3.75;LCI-0002185;150;4;U04;200101
2186;4186;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +3.50;LCI-0002186;150;4;U04;200101
2187;4187;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +3.25;LCI-0002187;150;4;U04;200101
2188;4188;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +3.00;LCI-0002188;150;4;U04;200101
2189;4189;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +2.75;LCI-0002189;150;4;U04;200101
2190;4190;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +2.50;LCI-0002190;150;4;U04;200101
2191;4191;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +2.25;LCI-0002191;150;4;U04;200101
2192;4192;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +2.00;LCI-0002192;150;4;U04;200101
2193;4193;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +1.75;LCI-0002193;150;4;U04;200101
2194;4194;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +1.50;LCI-0002194;150;4;U04;200101
2195;4195;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +1.25;LCI-0002195;150;4;U04;200101
